GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks,year_best,year_precision,event_date,Lives_total_note,Lives_total_is_minimum,Livestock_note,Livestock_is_minimum,Residential_destroyed_note,Residential_destroyed_is_minimum,Commerical_destroyed_note,Commerical_destroyed_is_minimum,Residential_damaged_note,Commerical_damaged_note,Agricultural_note,Agricultural_is_minimum,Hydropower_note,Lake_name_is_placeholder,Glacier_name_is_placeholder,Driver_GLOF_terms,Driver_GLOF_n,Mechanism_terms,Mechanism_n
441,2002,2002,9.0,18.0,Dega Co,Unnamed,GL090621E28453N,"2, 3, 4",G090608E28445N,28.453,90.621,5280,,,,,Moraine dammed,Y,N,15_2,12,China,TAR,Langkamu,Unknown,Ice avalanche,Unknown,61000.0,140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(Cui et al., 2010)","Cui, P., Dang, C., Cheng, Z., Scott, K.M., 2010. Debris Flows Resulting From Glacial-Lake Outburst Floods in Tibet, China. Physical Geography 31, 508–527. https://doi.org/10.2747/0272-3646.31.6.508",,,2002.0,exact,2002-09-18,,False,,False,,False,,False,,,,False,,False,True,['Ice avalanche'],1,['Unknown'],1
442,May to August 2003,2003,,,Unnamed,Unnamed,Not mapped,,G073889E36609N,36.608,73.881,3706,,,,,Moraine dammed,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,LE07_L2SP_150035_20030506_20200915_02_T1 and LE07_L2SP_150035_20030810_20200916_02_T1,(This study),,documentation from satellite imagery,,2003.0,exact,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
443,2003,2003,,,Unknown,Kuturgansuu,Ephemeral,,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170.0,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,Chuy,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,,2003.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
444,2003,2003,,,Unnamed,Gongpa-Rangchong,GL076963E34467N,"2, 4",G076961E34458N,34.467,76.963,5117,34.392738,76.758152,2928.0,Observation,Moraine dammed,Y,N,14_2,10,India,Jammu and Kashmir,Upper Indus,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bridges damaged,,,,,"(Ikeda, Narama and Gyalson, 2016)","Ikeda, N., Narama, C., Gyalson, S., 2016. Knowledge Sharing for Disaster Risk Reduction: Insights from a Glacier Lake Workshop in the Ladakh Region, Indian Himalayas. mred 36, 31–40. https://doi.org/10.1659/MRD-JOURNAL-D-15-00035.1",,"Unclear which lake it exactly came from, traced back from deposits according to satellite imagery. Domkhar Village impacted",2003.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
445,2003,2003,7.0,23.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,,2003.0,exact,2003-07-23,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
446,2004,2004,6.0,,Unknown,Halji,Ephemeral,,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706.0,Observation,Supraglacial,Y,Y,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)","Kropácek, J., Neckel, N., Tyrna, B., Holzer, N., Hovden, A., Gourmelen, N., Schneider, C., Buchroithner, M., Hochschild, V., 2015. Repeated glacial lake outburst flood threatening the oldest Buddhist monastery in north-western Nepal. Natural Hazards and Earth System Sciences 15, 2425–2437. https://doi.org/10.5194/nhess-15-2425-2015",,,2004.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
447,2004,2004,8.0,7.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,,2004.0,exact,2004-08-07,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
448,2005,2005,6.0,,Brep,Brep,Ephemeral,,G072717E36370N,36.384,72.706,4330,36.423,72.647,2440.0,Observation,Water pocket,Y,N,14_1,8,Pakistan,Khyber Pakhtunkhwa,Chitral,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,73.0,2.0,15.0,,"Road, communication system, irrigation channels",,,,,"(Haq, 2007)","Haq, A., 2007. Community Response to Climatic Hazards in Northern Pakistan. Mountain Research and Development 27, 308–312. https://doi.org/10.1659/mrd.0947",https://reliefweb.int/report/pakistan/pakistan-floods-ocha-situation-report-no-5,100 families displaced in total with event in Sonoghur 2007,2005.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
449,2005,2005,7.0,4.0,Lake 16,Kaskelen,Not mapped,,G076604E42918N,42.922371,76.601281,3420,,,,Observation,Moraine dammed,N,N,13_3,4,Kazakhstan,Almaty,Ily-Balkhash-Alakol,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Shahgedanova et al., 2024)","Shahgedanova, M., Saidaliyeva, Z., Mussina, A. et al. Debris flows in the northern Tien Shan, Central Asia: regional database, meteorological triggers, and trends. npj Nat. Hazards 1, 49 (2024). https://doi.org/10.1038/s44304-024-00050-7",,,2005.0,exact,2005-07-04,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
450,2005,2005,7.0,13.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Shangguan et al., 2017; Kingslake and Ng, 2013)","Shangguan, D., Ding, Y., Liu, S., Xie, Z., Pieczonka, T., Xu, J., Moldobekov, B., 2017. Quick Release of Internal Water Storage in a Glacier Leads to Underestimation of the Hazard Potential of Glacial Lake Outburst Floods From Lake Merzbacher in Central Tian Shan Mountains. Geophysical Research Letters 44, 9786–9795. https://doi.org/10.1002/2017GL074443; Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jökulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805–818. https://doi.org/10.3189/2013JoG12J156; Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",https://www.researchgate.net/profile/Wilfried-Hagg/publication/259121312_The_2005_Lake_Merzbacher_GLOF_event_and_status_of_future_planned_activities_in_the_Tien_Shan_region/links/0deec52a04b5497cb8000000/The-2005-Lake-Merzbacher-GLOF-event-and-status-of-future-planned-activities-in-the-Tien-Shan-region.pdf,,2005.0,exact,2005-07-13,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
451,2005,2005,7.0,25.0,Sosot,Sosot,GL073196E36026N,"2, 3, 4",G073197E36026N,36.027,73.196,4485,36.163,73.134,2474.0,Observation,Moraine dammed,N,Y,14_1,8,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,"Bridge damage, Considerable property of a small village of tehsil Gupis",,,,,"(Haq, 2007)","Haq, A., 2007. Community Response to Climatic Hazards in Northern Pakistan. Mountain Research and Development 27, 308–312. https://doi.org/10.1659/mrd.0947",,,2005.0,exact,2005-07-25,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
452,2005,2005,7.0,,Unnamed,Teztor,Not mapped,,G074417E42535N,42.5366,74.4273,3606,42.58,74.481,2015.0,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,Chuy,Sokuluk,Unknown,High temperatures,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Erokhin et al., 2018)","Erokhin, S.A., Zaginaev, V.V., Meleshko, A.A., Ruiz-Villanueva, V., Petrakov, D.A., Chernomorets, S.S., Viskhadzhieva, K.S., Tutubalina, O.V., Stoffel, M., 2018. Debris flows triggered from non-stationary glacier lake outbursts: the case of the Teztor Lake complex (Northern Tian Shan, Kyrgyzstan). Landslides 15, 83–98. https://doi.org/10.1007/s10346-017-0862-3",,,2005.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['High temperatures'],1,['Unknown'],1
453,2005,2005,9.0,1.0,Dalonggongba,Unnamed,GL096466E29753N,"2, 3, 4",G096470E29743N,29.752955,96.465935,5059,29.766,96.426,4335.0,Deposit,Moraine dammed,N,N,15_3,18,China,TAR,Yigong Zangbo,Glacier melt,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019; Liu et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5; Liu, J., Zhang, J., Bo, G., 2019. An overview of glacial lake outburst floods in Tibet, China. Journal of Glaciology and Geocryology 41. http://www.bcdt.ac.cn/EN/10.7522/j.issn.1000-0240.2019.0073",,,2005.0,exact,2005-09-01,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
454,2005,2005,9.0,2.0,Kyagar,Kyagar,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450.0,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,Unknown,Unknown,,,1880.0,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528; Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1–16. https://doi.org/10.1016/j.gloplacha.2016.07.001; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,,2005.0,exact,2005-09-02,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
455,2005,2005,11.0,,Unnamed,Unnamed,GL097436E29443N,2,G097395E29467N,29.44416667,97.43722222,4818,29.413059,97.490645,3959.0,Deposit,Moraine dammed,N,N,15_3,17,China,TAR,Nujiang,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"LT05_L1TP_134039_20050924_20200901_02_T1, LT05_L1TP_134040_20050908_20200901_02_T1, LT05_L1TP_134039_20050706_20200902_02_T1",(This study),,,August images were cloudy,2005.0,exact,,,False,,False,,False,,False,,,,False,,True,True,['Unknown'],1,['Unknown'],1
456,2005,2005,,,Suyuk Tor,Unnamed,Not mapped,,G076865E41965N,41.96823,76.865289,3740,,,,,Moraine dammed,N,N,13_3,4,Kyrgyzstan,Issyk-Kul,Tong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,(This study),,https://www.debrisflow.ru/en/selevye-yavleniya-yugo-vostochnogo-kazakhstana/,,2005.0,exact,,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
457,2006,2006,,,Kashka-Suu,Kashka-Suu,Not mapped,,G076993E41856N,41.85897,76.99497,3872,41.866,77.043,3018.0,Deposit,Moraine dammed,N,N,13_3,4,Kyrgyzstan,Issyk-Kul,Tong,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Narama et al., 2018)","Narama, C., Daiyrov, M., Duishonakunov, M., Tadono, T., Sato, H., Kääb, A., Ukita, J., Abdrakhmatov, K., 2018. Large drainages from short-lived glacial lakes in the Teskey Range, Tien Shan Mountains, Central Asia. Natural Hazards and Earth System Sciences 18, 983–995. https://doi.org/10.5194/nhess-18-983-2018",,,2006.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
458,2006,2006,,,Unknown,Phyang,No lake,,G077557E34281N,34.283109,77.565699,5350,,,,,Moraine dammed,Y,N,14_2,10,India,Jammu and Kashmir,Upper Indus,Unknown,Unknown,Ice core thawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,(This study),,https://cdn.cseindia.org/userfiles/TM_Presentation.pdf,,2006.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Ice core thawing'],1
459,2006,2006,,,Buzulgansuu,Unnamed,GL075229E42421N,"2, 3",G075231E42417N,42.421222,75.22963,3870,,,,,Ice dammed,N,Y,13_3,4,Kyrgyzstan,Chuy,Naryn,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,(This study),,https://www.debrisflow.ru/en/selevye-yavleniya-yugo-vostochnogo-kazakhstana/,,2006.0,exact,,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
460,2006,2006,6.0,,Unknown,Halji,Ephemeral,,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706.0,Observation,Supraglacial,Y,Y,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)","Kropácek, J., Neckel, N., Tyrna, B., Holzer, N., Hovden, A., Gourmelen, N., Schneider, C., Buchroithner, M., Hochschild, V., 2015. Repeated glacial lake outburst flood threatening the oldest Buddhist monastery in north-western Nepal. Natural Hazards and Earth System Sciences 15, 2425–2437. https://doi.org/10.5194/nhess-15-2425-2015",,,2006.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
461,2006,2006,7.0,30.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jökulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805–818. https://doi.org/10.3189/2013JoG12J156",,,2006.0,exact,2006-07-30,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
462,2007,2007,,,Unknown,Sonoghore,Ephemeral,,G072417E36225N,36.226,72.416,3779,36.27,72.402,2260.0,Observation,Water pocket,Y,N,14_1,8,Pakistan,Khyber Pakhtunkhwa,Chitral,Unknown,Unknown,Unknown,,,,,,,,,,,,,,500.0,,,,,15.0,3.0,,,,,,,,"(Haq, 2007)","Haq, A., 2007. Community Response to Climatic Hazards in Northern Pakistan. Mountain Research and Development 27, 308–312. https://doi.org/10.1659/mrd.0947",,100 families displaced in total with event in Brep 2005,2007.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
463,2007,2007,6.0,,Unknown,Halji,Ephemeral,,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706.0,Observation,Supraglacial,Y,Y,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)","Kropácek, J., Neckel, N., Tyrna, B., Holzer, N., Hovden, A., Gourmelen, N., Schneider, C., Buchroithner, M., Hochschild, V., 2015. Repeated glacial lake outburst flood threatening the oldest Buddhist monastery in north-western Nepal. Natural Hazards and Earth System Sciences 15, 2425–2437. https://doi.org/10.5194/nhess-15-2425-2015",,,2007.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
464,2007,2007,7.0,11.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jökulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805–818. https://doi.org/10.3189/2013JoG12J156",,,2007.0,exact,2007-07-11,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
465,2007,2007,8.0,5.0,Ghulkin,Ghulkin,Ephemeral,,G074783E36426N,36.420236,74.858404,2692,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Intense rainfall,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Din et al., 2014)","Din, K., Tariq, S., Mahmood, A., Rasul, G., 2014. Temperature and Precipitation: GLOF Triggering Indicators in Gilgit-Baltistan, Pakistan. Pakistan Journal of Meteorology 10, 20.",,,2007.0,exact,2007-08-05,,False,,False,,False,,False,,,,False,,False,False,['Intense rainfall'],1,['Unknown'],1
466,2007,2007,8.0,10.0,Lang Co,Unknown,GL091807E27828N,"2, 3, 4",No glacier,27.828,91.807,4294,27.821,91.755,2437.0,Observation,Moraine dammed,Y,N,15_2,12,China,TAR,Subansiri,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bridge destroyed,,,,,"(Liu et al., 2014)","Liu, J.-J., Cheng, Z.-L., Li, Y., 2014. The 1988 glacial lake outburst flood in Guangxieco Lake, Tibet, China. Natural Hazards and Earth System Sciences 14, 3065–3075",,,2007.0,exact,2007-08-10,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
467,2008,2008,1.0,6.0,Passu,Passu,GL074879E36458N,"2, 3, 4",G074714E36468N,36.457073,74.879432,2562,,,,,Moraine dammed,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Intense rainfall,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Din et al., 2014)","Din, K., Tariq, S., Mahmood, A., Rasul, G., 2014. Temperature and Precipitation: GLOF Triggering Indicators in Gilgit-Baltistan, Pakistan. Pakistan Journal of Meteorology 10, 20.",,,2008.0,exact,2008-01-06,,False,,False,,False,,False,,,,False,,False,False,['Intense rainfall'],1,['Unknown'],1
468,2008,2008,4.0,22.0,Ghulkin,Ghulkin,Ephemeral,,G074783E36426N,36.420236,74.879432,2692,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Intense rainfall,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Din et al., 2014)","Din, K., Tariq, S., Mahmood, A., Rasul, G., 2014. Temperature and Precipitation: GLOF Triggering Indicators in Gilgit-Baltistan, Pakistan. Pakistan Journal of Meteorology 10, 20.",,,2008.0,exact,2008-04-22,,False,,False,,False,,False,,,,False,,False,False,['Intense rainfall'],1,['Unknown'],1
469,2008,2008,5.0,22.0,Ghulkin,Ghulkin,Ephemeral,,G074783E36426N,36.420236,74.879432,2692,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Intense rainfall,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Din et al., 2014)","Din, K., Tariq, S., Mahmood, A., Rasul, G., 2014. Temperature and Precipitation: GLOF Triggering Indicators in Gilgit-Baltistan, Pakistan. Pakistan Journal of Meteorology 10, 20.",,,2008.0,exact,2008-05-22,,False,,False,,False,,False,,,,False,,False,False,['Intense rainfall'],1,['Unknown'],1
470,2008,2008,5.0,24.0,Ghulkin,Ghulkin,Ephemeral,,G074783E36426N,36.420236,74.879432,2692,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Intense rainfall,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Din et al., 2014)","Din, K., Tariq, S., Mahmood, A., Rasul, G., 2014. Temperature and Precipitation: GLOF Triggering Indicators in Gilgit-Baltistan, Pakistan. Pakistan Journal of Meteorology 10, 20.",,,2008.0,exact,2008-05-24,,False,,False,,False,,False,,,,False,,False,False,['Intense rainfall'],1,['Unknown'],1
471,2008,2008,6.0,14.0,Ghulkin,Ghulkin,Ephemeral,,G074783E36426N,36.420236,74.879432,2692,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,High temperatures,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Din et al., 2014)","Din, K., Tariq, S., Mahmood, A., Rasul, G., 2014. Temperature and Precipitation: GLOF Triggering Indicators in Gilgit-Baltistan, Pakistan. Pakistan Journal of Meteorology 10, 20.",,,2008.0,exact,2008-06-14,,False,,False,,False,,False,,,,False,,False,False,['High temperatures'],1,['Unknown'],1
472,2008,2008,6.0,14.0,Kyagar,Kyagar,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450.0,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,Unknown,Unknown,,11950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)","Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,Small lake developed between 12/22/2007 and 06/23/2008 and water discharged before 06/14/2008 with peak lake volume before flood 11.95x106 m3 with a lake area 0.89km2,2008.0,exact,2008-06-14,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
473,2008,2008,6.0,,Unknown,Halji,Ephemeral,,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706.0,Observation,Supraglacial,Y,Y,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)","Kropácek, J., Neckel, N., Tyrna, B., Holzer, N., Hovden, A., Gourmelen, N., Schneider, C., Buchroithner, M., Hochschild, V., 2015. Repeated glacial lake outburst flood threatening the oldest Buddhist monastery in north-western Nepal. Natural Hazards and Earth System Sciences 15, 2425–2437. https://doi.org/10.5194/nhess-15-2425-2015",,,2008.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
474,2008,2008,7.0,15.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Shangguan et al., 2017; Kingslake and Ng, 2013)","Shangguan, D., Ding, Y., Liu, S., Xie, Z., Pieczonka, T., Xu, J., Moldobekov, B., 2017. Quick Release of Internal Water Storage in a Glacier Leads to Underestimation of the Hazard Potential of Glacial Lake Outburst Floods From Lake Merzbacher in Central Tian Shan Mountains. Geophysical Research Letters 44, 9786–9795. https://doi.org/10.1002/2017GL074443; Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jökulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805–818. https://doi.org/10.3189/2013JoG12J156",,,2008.0,exact,2008-07-15,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
